Empleado_ID,Acción,Departamento,Prioridad,Acción_predecesora
1139,Capacitación,TI,Media,Capacitación
1140,Capacitación,Comercial,Media,Capacitación
1141,Asignación de tareas,TI,Alta,Inducción
1142,Asignación de tareas,Comercial,Alta,Inducción
1143,Asignación de tareas,Operaciones,Baja,Firma contrato
1144,Inducción,Comercial,Media,Capacitación
1145,Activación cuenta,RRHH,Alta,Capacitación
1146,Capacitación,Operaciones,Media,Inducción
1147,Asignación de tareas,TI,Baja,Firma contrato
1148,Activación cuenta,RRHH,Media,Capacitación
1149,Capacitación,Comercial,Baja,Asignación de tareas
1150,Asignación de tareas,TI,Baja,Capacitación
1151,Inducción,Comercial,Alta,Asignación de tareas
1152,Asignación de tareas,Comercial,Baja,Inducción
1153,Firma contrato,TI,Alta,Firma contrato
1154,Activación cuenta,RRHH,Baja,Firma contrato
1155,Inducción,TI,Alta,Activación cuenta
1156,Capacitación,Operaciones,Baja,Activación cuenta
1157,Capacitación,TI,Baja,Inducción
1158,Activación cuenta,RRHH,Alta,Activación cuenta
1159,Capacitación,Operaciones,Baja,Inducción
1160,Activación cuenta,TI,Alta,Capacitación
1161,Firma contrato,TI,Media,Inducción
1162,Firma contrato,Comercial,Alta,Inducción
1163,Capacitación,Operaciones,Alta,Firma contrato
1164,Firma contrato,TI,Baja,Capacitación
1165,Activación cuenta,Comercial,Baja,Firma contrato
1166,Firma contrato,RRHH,Media,Capacitación
1167,Activación cuenta,RRHH,Alta,Inducción
1168,Firma contrato,TI,Baja,Inducción
1169,Capacitación,Operaciones,Media,Activación cuenta
1170,Firma contrato,Operaciones,Alta,Capacitación
1171,Inducción,Operaciones,Baja,Firma contrato
1172,Asignación de tareas,RRHH,Alta,Activación cuenta
1173,Firma contrato,RRHH,Baja,Asignación de tareas
1174,Firma contrato,RRHH,Media,Asignación de tareas
1175,Firma contrato,Operaciones,Media,Firma contrato
1176,Firma contrato,Comercial,Alta,Activación cuenta
1177,Activación cuenta,TI,Baja,Activación cuenta
1178,Activación cuenta,Operaciones,Media,Asignación de tareas
1179,Inducción,RRHH,Alta,Activación cuenta
1180,Capacitación,RRHH,Baja,Firma contrato
1181,Firma contrato,TI,Media,Firma contrato
1182,Firma contrato,TI,Alta,Firma contrato
1183,Inducción,Operaciones,Alta,Firma contrato
1184,Capacitación,RRHH,Alta,Asignación de tareas
1185,Activación cuenta,RRHH,Alta,Activación cuenta
1186,Activación cuenta,Comercial,Alta,Activación cuenta
1187,Inducción,Comercial,Alta,Asignación de tareas
1188,Asignación de tareas,TI,Alta,Asignación de tareas
1189,Capacitación,Comercial,Media,Inducción
1190,Asignación de tareas,Operaciones,Media,Asignación de tareas
1191,Inducción,Comercial,Media,Activación cuenta
1192,Capacitación,RRHH,Media,Firma contrato
1193,Asignación de tareas,Comercial,Media,Asignación de tareas
1194,Asignación de tareas,Operaciones,Media,Capacitación
1195,Activación cuenta,Operaciones,Baja,Activación cuenta
1196,Inducción,Operaciones,Media,Firma contrato
1197,Asignación de tareas,RRHH,Alta,Firma contrato
1198,Inducción,Comercial,Baja,Asignación de tareas
1199,Asignación de tareas,RRHH,Alta,Asignación de tareas
1200,Inducción,Operaciones,Alta,Inducción
1201,Inducción,Comercial,Baja,Firma contrato
1202,Activación cuenta,RRHH,Baja,Firma contrato
1203,Asignación de tareas,RRHH,Baja,Activación cuenta
1204,Activación cuenta,RRHH,Media,Asignación de tareas
1205,Inducción,Operaciones,Media,Asignación de tareas
1206,Inducción,RRHH,Media,Firma contrato
1207,Firma contrato,Operaciones,Media,Activación cuenta
1208,Activación cuenta,Comercial,Baja,Inducción
1209,Inducción,Operaciones,Media,Firma contrato
1210,Inducción,Comercial,Media,Asignación de tareas
1211,Activación cuenta,TI,Alta,Asignación de tareas
1212,Inducción,Operaciones,Baja,Inducción
1213,Inducción,Operaciones,Baja,Asignación de tareas
1214,Firma contrato,RRHH,Baja,Asignación de tareas
1215,Activación cuenta,Comercial,Baja,Inducción
1216,Activación cuenta,RRHH,Baja,Capacitación
1217,Activación cuenta,Comercial,Baja,Firma contrato
1218,Activación cuenta,RRHH,Alta,Inducción
1219,Asignación de tareas,Comercial,Baja,Capacitación
1220,Asignación de tareas,TI,Baja,Capacitación
1221,Capacitación,Comercial,Baja,Inducción
1222,Inducción,TI,Baja,Firma contrato
1223,Asignación de tareas,TI,Media,Firma contrato
1224,Asignación de tareas,Comercial,Baja,Asignación de tareas
1225,Inducción,TI,Alta,Inducción
1226,Inducción,TI,Media,Asignación de tareas
1227,Asignación de tareas,TI,Baja,Inducción
1228,Capacitación,RRHH,Alta,Capacitación
1229,Firma contrato,RRHH,Baja,Asignación de tareas
1230,Activación cuenta,Operaciones,Baja,Activación cuenta
1231,Inducción,Operaciones,Alta,Capacitación
1232,Capacitación,Comercial,Baja,Capacitación
1233,Inducción,Operaciones,Media,Capacitación
1234,Firma contrato,Comercial,Alta,Firma contrato
1235,Firma contrato,Comercial,Media,Activación cuenta
1236,Inducción,Comercial,Media,Firma contrato
1237,Firma contrato,Operaciones,Baja,Inducción
1238,Activación cuenta,TI,Alta,Capacitación
1239,Activación cuenta,TI,Alta,Firma contrato
1240,Inducción,Comercial,Media,Activación cuenta
1241,Asignación de tareas,Operaciones,Baja,Activación cuenta
1242,Activación cuenta,TI,Baja,Firma contrato
1243,Asignación de tareas,TI,Media,Firma contrato
1244,Inducción,RRHH,Baja,Firma contrato
1245,Asignación de tareas,RRHH,Media,Activación cuenta
1246,Asignación de tareas,Comercial,Baja,Inducción
1247,Firma contrato,TI,Alta,Capacitación
1248,Firma contrato,Operaciones,Alta,Firma contrato
1249,Asignación de tareas,Operaciones,Media,Capacitación
1250,Inducción,Operaciones,Alta,Firma contrato
1251,Activación cuenta,Comercial,Media,Inducción
1252,Firma contrato,TI,Media,Asignación de tareas
1253,Activación cuenta,Comercial,Baja,Inducción
1254,Asignación de tareas,Comercial,Baja,Activación cuenta
1255,Activación cuenta,Operaciones,Media,Firma contrato
1256,Activación cuenta,RRHH,Alta,Asignación de tareas
1257,Asignación de tareas,RRHH,Baja,Asignación de tareas
1258,Asignación de tareas,Operaciones,Media,Capacitación
1259,Activación cuenta,TI,Media,Capacitación
1260,Capacitación,RRHH,Media,Activación cuenta
1261,Capacitación,TI,Baja,Capacitación
1262,Capacitación,Operaciones,Baja,Activación cuenta
1263,Firma contrato,Operaciones,Alta,Inducción
1264,Asignación de tareas,TI,Media,Firma contrato
1265,Inducción,Operaciones,Media,Asignación de tareas
1266,Capacitación,RRHH,Alta,Asignación de tareas
1267,Inducción,TI,Baja,Capacitación
1268,Asignación de tareas,RRHH,Baja,Asignación de tareas
1269,Capacitación,Operaciones,Baja,Activación cuenta
1270,Inducción,TI,Media,Activación cuenta
1271,Capacitación,RRHH,Alta,Asignación de tareas
1272,Firma contrato,TI,Alta,Asignación de tareas
1273,Activación cuenta,TI,Media,Asignación de tareas
1274,Activación cuenta,Comercial,Media,Capacitación
1275,Asignación de tareas,RRHH,Alta,Capacitación
1276,Activación cuenta,TI,Alta,Firma contrato
1277,Firma contrato,RRHH,Baja,Capacitación
1278,Asignación de tareas,Operaciones,Media,Inducción
1279,Inducción,TI,Alta,Activación cuenta
1280,Activación cuenta,TI,Media,Activación cuenta
1281,Activación cuenta,RRHH,Media,Inducción
1282,Asignación de tareas,TI,Alta,Asignación de tareas
1283,Firma contrato,Operaciones,Media,Asignación de tareas
1284,Inducción,Comercial,Media,Firma contrato
1285,Inducción,RRHH,Baja,Activación cuenta
1286,Capacitación,RRHH,Baja,Activación cuenta
1287,Firma contrato,Operaciones,Media,Asignación de tareas
1288,Activación cuenta,RRHH,Media,Activación cuenta
1289,Capacitación,Operaciones,Alta,Firma contrato
1290,Capacitación,Comercial,Media,Inducción
1291,Activación cuenta,Comercial,Baja,Capacitación
1292,Activación cuenta,TI,Media,Inducción
1293,Asignación de tareas,RRHH,Alta,Activación cuenta
1294,Asignación de tareas,Comercial,Media,Inducción
1295,Capacitación,Comercial,Alta,Capacitación
1296,Inducción,TI,Baja,Capacitación
1297,Asignación de tareas,RRHH,Media,Inducción
1298,Capacitación,TI,Baja,Activación cuenta
1299,Inducción,TI,Baja,Capacitación
1300,Activación cuenta,Operaciones,Media,Activación cuenta
1301,Capacitación,RRHH,Media,Asignación de tareas
1302,Firma contrato,Operaciones,Alta,Asignación de tareas
1303,Firma contrato,TI,Baja,Inducción
1304,Inducción,Comercial,Alta,Asignación de tareas
1305,Firma contrato,TI,Media,Firma contrato
1306,Inducción,TI,Media,Capacitación
1307,Firma contrato,Operaciones,Media,Activación cuenta
1308,Activación cuenta,RRHH,Baja,Activación cuenta
1309,Activación cuenta,Operaciones,Alta,Capacitación
1310,Firma contrato,Operaciones,Alta,Activación cuenta
1311,Capacitación,Comercial,Media,Asignación de tareas
1312,Inducción,RRHH,Baja,Asignación de tareas
1313,Asignación de tareas,RRHH,Baja,Inducción
1314,Inducción,RRHH,Media,Activación cuenta
1315,Activación cuenta,TI,Baja,Activación cuenta
1316,Firma contrato,Comercial,Baja,Firma contrato
1317,Asignación de tareas,Operaciones,Alta,Asignación de tareas
1318,Inducción,Operaciones,Media,Firma contrato
1319,Asignación de tareas,Operaciones,Baja,Inducción
1320,Capacitación,Operaciones,Baja,Inducción
1321,Activación cuenta,Operaciones,Media,Firma contrato
1322,Activación cuenta,Operaciones,Alta,Inducción
1323,Firma contrato,TI,Baja,Asignación de tareas
1324,Asignación de tareas,Operaciones,Baja,Firma contrato
1325,Capacitación,TI,Alta,Asignación de tareas
1326,Inducción,TI,Baja,Activación cuenta
1327,Activación cuenta,Comercial,Media,Activación cuenta
1328,Activación cuenta,TI,Baja,Activación cuenta
1329,Firma contrato,TI,Baja,Activación cuenta
1330,Asignación de tareas,Operaciones,Baja,Firma contrato
1331,Asignación de tareas,Operaciones,Baja,Inducción
1332,Activación cuenta,Comercial,Media,Firma contrato
1333,Asignación de tareas,Comercial,Alta,Firma contrato
1334,Inducción,RRHH,Media,Inducción
1335,Capacitación,RRHH,Media,Capacitación
1336,Asignación de tareas,Comercial,Media,Firma contrato
1337,Firma contrato,Comercial,Baja,Firma contrato
1338,Firma contrato,TI,Alta,Firma contrato
1339,Capacitación,Comercial,Media,Activación cuenta
1340,Asignación de tareas,TI,Alta,Inducción
1341,Asignación de tareas,Comercial,Media,Asignación de tareas
1342,Inducción,TI,Baja,Activación cuenta
1343,Firma contrato,Operaciones,Alta,Inducción
1344,Firma contrato,Comercial,Media,Activación cuenta
1345,Firma contrato,RRHH,Media,Capacitación
1346,Capacitación,RRHH,Baja,Firma contrato
1347,Asignación de tareas,TI,Baja,Firma contrato
1348,Asignación de tareas,Operaciones,Alta,Asignación de tareas
1349,Asignación de tareas,Comercial,Baja,Firma contrato
1350,Capacitación,TI,Baja,Activación cuenta
1351,Capacitación,Operaciones,Alta,Inducción
1352,Asignación de tareas,TI,Alta,Inducción
1353,Asignación de tareas,RRHH,Media,Inducción
1354,Activación cuenta,TI,Baja,Asignación de tareas
1355,Capacitación,Comercial,Alta,Inducción
1356,Asignación de tareas,TI,Alta,Capacitación
1357,Inducción,TI,Baja,Capacitación
1358,Inducción,RRHH,Media,Capacitación
1359,Asignación de tareas,TI,Baja,Capacitación
1360,Inducción,Operaciones,Baja,Firma contrato
1361,Asignación de tareas,TI,Alta,Inducción
1362,Firma contrato,Operaciones,Media,Capacitación
1363,Asignación de tareas,Comercial,Media,Activación cuenta
1364,Asignación de tareas,TI,Media,Firma contrato
1365,Activación cuenta,RRHH,Media,Activación cuenta
1366,Firma contrato,Operaciones,Baja,Activación cuenta
1367,Capacitación,TI,Baja,Firma contrato
1368,Activación cuenta,Operaciones,Alta,Activación cuenta
1369,Activación cuenta,RRHH,Media,Activación cuenta
1370,Inducción,Comercial,Baja,Inducción
1371,Inducción,Operaciones,Baja,Activación cuenta
1372,Capacitación,RRHH,Media,Capacitación
1373,Asignación de tareas,Comercial,Baja,Inducción
1374,Asignación de tareas,TI,Media,Asignación de tareas
1375,Capacitación,Operaciones,Media,Inducción
1376,Firma contrato,TI,Baja,Inducción
1377,Capacitación,Comercial,Media,Asignación de tareas
1378,Inducción,TI,Alta,Inducción
1379,Inducción,Operaciones,Media,Inducción
1380,Inducción,RRHH,Baja,Activación cuenta
1381,Activación cuenta,Operaciones,Media,Capacitación
1382,Capacitación,Operaciones,Baja,Firma contrato
1383,Capacitación,Comercial,Media,Asignación de tareas
1384,Activación cuenta,Comercial,Alta,Capacitación
1385,Capacitación,Comercial,Alta,Inducción
1386,Firma contrato,RRHH,Alta,Firma contrato
1387,Asignación de tareas,RRHH,Alta,Capacitación
1388,Activación cuenta,Comercial,Alta,Inducción
1389,Capacitación,RRHH,Media,Capacitación
1390,Firma contrato,RRHH,Alta,Activación cuenta
1391,Inducción,Comercial,Alta,Capacitación
1392,Asignación de tareas,Operaciones,Media,Inducción
1393,Capacitación,Operaciones,Baja,Capacitación
1394,Firma contrato,Operaciones,Baja,Activación cuenta
1395,Activación cuenta,Comercial,Alta,Inducción
1396,Asignación de tareas,Operaciones,Media,Inducción
1397,Inducción,Operaciones,Alta,Capacitación
1398,Capacitación,Comercial,Alta,Capacitación
1399,Capacitación,Comercial,Media,Inducción
1400,Asignación de tareas,TI,Alta,Activación cuenta
1401,Inducción,RRHH,Baja,Inducción
1402,Inducción,Operaciones,Alta,Activación cuenta
1403,Activación cuenta,TI,Media,Inducción
1404,Firma contrato,RRHH,Baja,Capacitación
1405,Asignación de tareas,RRHH,Baja,Firma contrato
1406,Capacitación,Operaciones,Baja,Firma contrato
1407,Activación cuenta,RRHH,Media,Firma contrato
1408,Capacitación,Comercial,Alta,Capacitación
1409,Firma contrato,TI,Alta,Firma contrato
1410,Asignación de tareas,TI,Alta,Asignación de tareas
1411,Firma contrato,RRHH,Media,Inducción
1412,Asignación de tareas,TI,Baja,Activación cuenta
1413,Asignación de tareas,Comercial,Baja,Activación cuenta
1414,Capacitación,Comercial,Alta,Inducción
1415,Firma contrato,Comercial,Baja,Activación cuenta
1416,Inducción,TI,Baja,Firma contrato
1417,Inducción,Comercial,Alta,Asignación de tareas
1418,Asignación de tareas,RRHH,Baja,Activación cuenta
1419,Inducción,TI,Media,Activación cuenta
1420,Activación cuenta,RRHH,Alta,Asignación de tareas
1421,Activación cuenta,RRHH,Baja,Inducción
1422,Firma contrato,RRHH,Media,Capacitación
1423,Asignación de tareas,TI,Alta,Activación cuenta
1424,Firma contrato,Operaciones,Baja,Activación cuenta
1425,Inducción,Operaciones,Baja,Capacitación
1426,Inducción,Operaciones,Alta,Capacitación
1427,Activación cuenta,TI,Media,Inducción
1428,Activación cuenta,TI,Alta,Capacitación
1429,Activación cuenta,TI,Alta,Firma contrato
1430,Inducción,TI,Baja,Capacitación
1431,Capacitación,RRHH,Baja,Firma contrato
1432,Activación cuenta,TI,Baja,Firma contrato
1433,Capacitación,TI,Baja,Activación cuenta
1434,Asignación de tareas,RRHH,Media,Firma contrato
1435,Capacitación,RRHH,Media,Asignación de tareas
1436,Activación cuenta,Comercial,Media,Activación cuenta
1437,Inducción,Operaciones,Baja,Inducción
1438,Asignación de tareas,TI,Alta,Firma contrato
1439,Capacitación,Operaciones,Alta,Activación cuenta
1440,Capacitación,Comercial,Media,Inducción
1441,Activación cuenta,Comercial,Baja,Firma contrato
1442,Firma contrato,RRHH,Baja,Inducción
1443,Inducción,Comercial,Alta,Inducción
1444,Activación cuenta,RRHH,Media,Firma contrato
1445,Activación cuenta,Operaciones,Baja,Asignación de tareas
1446,Activación cuenta,Operaciones,Alta,Capacitación
1447,Inducción,TI,Media,Inducción
1448,Inducción,Comercial,Media,Activación cuenta
1449,Activación cuenta,Operaciones,Baja,Asignación de tareas
1450,Inducción,RRHH,Alta,Capacitación
1451,Activación cuenta,Comercial,Alta,Inducción
1452,Asignación de tareas,RRHH,Baja,Asignación de tareas
1453,Inducción,Operaciones,Alta,Capacitación
1454,Asignación de tareas,Operaciones,Media,Firma contrato
1455,Asignación de tareas,Comercial,Media,Inducción
1456,Inducción,TI,Media,Asignación de tareas
1457,Asignación de tareas,Operaciones,Media,Activación cuenta
1458,Activación cuenta,TI,Alta,Firma contrato
1459,Activación cuenta,Comercial,Alta,Inducción
1460,Firma contrato,Comercial,Baja,Asignación de tareas
1461,Capacitación,Comercial,Baja,Inducción
1462,Activación cuenta,Comercial,Media,Capacitación
1463,Capacitación,TI,Alta,Asignación de tareas
1464,Activación cuenta,Operaciones,Media,Firma contrato
1465,Firma contrato,Comercial,Alta,Firma contrato
1466,Asignación de tareas,Comercial,Alta,Asignación de tareas
1467,Activación cuenta,RRHH,Alta,Capacitación
1468,Capacitación,Comercial,Baja,Firma contrato
1469,Inducción,Comercial,Baja,Capacitación
1470,Inducción,Comercial,Baja,Asignación de tareas
1471,Capacitación,Comercial,Alta,Firma contrato
1472,Firma contrato,RRHH,Alta,Activación cuenta
1473,Capacitación,TI,Media,Firma contrato
1474,Inducción,RRHH,Media,Asignación de tareas
1475,Firma contrato,Operaciones,Alta,Capacitación
1476,Inducción,Operaciones,Media,Firma contrato
1477,Capacitación,RRHH,Baja,Capacitación
1478,Firma contrato,RRHH,Alta,Inducción
1479,Firma contrato,TI,Media,Firma contrato
1480,Firma contrato,TI,Alta,Asignación de tareas
1481,Capacitación,RRHH,Baja,Inducción
1482,Asignación de tareas,Operaciones,Media,Capacitación
1483,Firma contrato,RRHH,Media,Capacitación
1484,Capacitación,Comercial,Alta,Firma contrato
1485,Inducción,Operaciones,Media,Asignación de tareas
1486,Capacitación,TI,Baja,Capacitación
1487,Capacitación,RRHH,Baja,Activación cuenta
1488,Inducción,Operaciones,Media,Capacitación
1489,Capacitación,RRHH,Baja,Capacitación
1490,Firma contrato,TI,Alta,Capacitación
1491,Firma contrato,TI,Media,Asignación de tareas
1492,Asignación de tareas,Operaciones,Baja,Firma contrato
1493,Asignación de tareas,RRHH,Baja,Firma contrato
1494,Capacitación,TI,Alta,Asignación de tareas
1495,Inducción,RRHH,Baja,Firma contrato
1496,Firma contrato,TI,Baja,Capacitación
1497,Activación cuenta,TI,Baja,Asignación de tareas
1498,Inducción,TI,Alta,Firma contrato
1499,Inducción,TI,Baja,Inducción
1500,Inducción,Operaciones,Media,Firma contrato
1501,Inducción,Operaciones,Alta,Activación cuenta
1502,Inducción,TI,Baja,Activación cuenta
1503,Inducción,Operaciones,Baja,Inducción
1504,Capacitación,Operaciones,Alta,Inducción
1505,Activación cuenta,TI,Alta,Capacitación
1506,Inducción,Operaciones,Media,Activación cuenta
1507,Capacitación,Comercial,Media,Asignación de tareas
1508,Firma contrato,Operaciones,Alta,Asignación de tareas
1509,Activación cuenta,TI,Alta,Activación cuenta
1510,Firma contrato,Operaciones,Baja,Asignación de tareas
1511,Firma contrato,Comercial,Alta,Capacitación
1512,Asignación de tareas,Comercial,Alta,Inducción
1513,Capacitación,Comercial,Baja,Capacitación
1514,Firma contrato,RRHH,Alta,Firma contrato
1515,Capacitación,Operaciones,Media,Activación cuenta
1516,Capacitación,Comercial,Alta,Asignación de tareas
1517,Firma contrato,TI,Alta,Activación cuenta
1518,Firma contrato,TI,Media,Asignación de tareas
1519,Capacitación,TI,Alta,Inducción
1520,Inducción,Operaciones,Media,Firma contrato
1521,Inducción,TI,Baja,Activación cuenta
1522,Asignación de tareas,Operaciones,Baja,Capacitación
1523,Inducción,RRHH,Alta,Capacitación
1524,Inducción,TI,Media,Activación cuenta
1525,Asignación de tareas,Comercial,Media,Asignación de tareas
1526,Firma contrato,Operaciones,Media,Inducción
1527,Inducción,TI,Baja,Capacitación
1528,Inducción,TI,Media,Capacitación
1529,Inducción,RRHH,Media,Asignación de tareas
1530,Asignación de tareas,RRHH,Baja,Inducción
1531,Asignación de tareas,RRHH,Media,Inducción
1532,Firma contrato,Operaciones,Media,Firma contrato
1533,Asignación de tareas,Comercial,Media,Activación cuenta
1534,Activación cuenta,TI,Alta,Activación cuenta
1535,Asignación de tareas,Operaciones,Baja,Capacitación
1536,Firma contrato,Operaciones,Media,Firma contrato
1537,Firma contrato,Operaciones,Media,Capacitación
1538,Activación cuenta,Operaciones,Baja,Activación cuenta
1539,Asignación de tareas,RRHH,Media,Activación cuenta
1540,Inducción,Comercial,Media,Firma contrato
1541,Asignación de tareas,Comercial,Media,Activación cuenta
1542,Inducción,Operaciones,Alta,Activación cuenta
1543,Asignación de tareas,TI,Alta,Inducción
1544,Activación cuenta,Operaciones,Media,Activación cuenta
1545,Inducción,Operaciones,Baja,Capacitación
1546,Inducción,Comercial,Alta,Capacitación
1547,Asignación de tareas,RRHH,Baja,Capacitación
1548,Asignación de tareas,RRHH,Baja,Asignación de tareas
1549,Firma contrato,Comercial,Alta,Inducción
1550,Capacitación,RRHH,Alta,Asignación de tareas
1551,Activación cuenta,Comercial,Alta,Inducción
1552,Activación cuenta,Operaciones,Alta,Activación cuenta
1553,Inducción,TI,Media,Inducción
1554,Capacitación,Comercial,Baja,Asignación de tareas
1555,Capacitación,Operaciones,Media,Inducción
1556,Activación cuenta,TI,Baja,Asignación de tareas
1557,Activación cuenta,Operaciones,Baja,Inducción
1558,Activación cuenta,RRHH,Alta,Inducción
1559,Inducción,Operaciones,Media,Inducción
1560,Firma contrato,TI,Baja,Inducción
1561,Capacitación,RRHH,Baja,Capacitación
1562,Asignación de tareas,RRHH,Media,Capacitación
1563,Inducción,TI,Media,Capacitación
1564,Firma contrato,Comercial,Baja,Asignación de tareas
1565,Firma contrato,RRHH,Media,Capacitación
1566,Capacitación,TI,Media,Inducción
1567,Firma contrato,Comercial,Alta,Inducción
1568,Capacitación,RRHH,Media,Activación cuenta
1569,Activación cuenta,Comercial,Alta,Inducción
1570,Firma contrato,Operaciones,Media,Capacitación
1571,Capacitación,TI,Media,Capacitación
1572,Asignación de tareas,Operaciones,Alta,Inducción
1573,Activación cuenta,Operaciones,Baja,Capacitación
1574,Asignación de tareas,Comercial,Baja,Inducción
1575,Asignación de tareas,Operaciones,Alta,Inducción
1576,Activación cuenta,Operaciones,Media,Capacitación
1577,Activación cuenta,TI,Media,Asignación de tareas
1578,Asignación de tareas,TI,Alta,Asignación de tareas
1579,Inducción,RRHH,Baja,Capacitación
1580,Inducción,Operaciones,Media,Asignación de tareas
1581,Capacitación,TI,Baja,Firma contrato
1582,Firma contrato,RRHH,Baja,Inducción
1583,Firma contrato,Comercial,Baja,Capacitación
1584,Capacitación,Comercial,Alta,Firma contrato
1585,Inducción,TI,Alta,Activación cuenta
1586,Capacitación,Comercial,Alta,Inducción
1587,Inducción,TI,Media,Capacitación
1588,Inducción,Operaciones,Media,Inducción
1589,Capacitación,TI,Media,Firma contrato
1590,Capacitación,RRHH,Alta,Asignación de tareas
1591,Capacitación,Comercial,Baja,Firma contrato
1592,Firma contrato,Comercial,Media,Inducción
1593,Capacitación,RRHH,Alta,Inducción
1594,Capacitación,Comercial,Alta,Inducción
1595,Capacitación,Operaciones,Alta,Asignación de tareas
1596,Activación cuenta,Operaciones,Alta,Activación cuenta
1597,Inducción,Operaciones,Media,Firma contrato
1598,Asignación de tareas,TI,Baja,Capacitación
1599,Activación cuenta,Operaciones,Alta,Firma contrato
1600,Capacitación,RRHH,Media,Firma contrato
1601,Capacitación,Comercial,Alta,Inducción
1602,Activación cuenta,Comercial,Baja,Asignación de tareas
1603,Capacitación,TI,Alta,Inducción
1604,Inducción,TI,Alta,Firma contrato
1605,Activación cuenta,RRHH,Alta,Inducción
1606,Capacitación,TI,Alta,Inducción
1607,Firma contrato,Comercial,Alta,Activación cuenta
1608,Asignación de tareas,Operaciones,Alta,Capacitación
1609,Firma contrato,TI,Baja,Asignación de tareas
1610,Firma contrato,TI,Alta,Firma contrato
1611,Activación cuenta,TI,Media,Inducción
1612,Firma contrato,Operaciones,Baja,Firma contrato
1613,Asignación de tareas,Operaciones,Alta,Inducción
1614,Inducción,Operaciones,Alta,Capacitación
1615,Firma contrato,TI,Baja,Activación cuenta
1616,Capacitación,TI,Alta,Inducción
1617,Activación cuenta,RRHH,Baja,Inducción
1618,Capacitación,RRHH,Baja,Asignación de tareas
1619,Capacitación,Comercial,Baja,Inducción
1620,Inducción,TI,Media,Activación cuenta
1621,Firma contrato,Comercial,Alta,Asignación de tareas
1622,Firma contrato,Comercial,Baja,Inducción
1623,Activación cuenta,TI,Alta,Inducción
1624,Capacitación,TI,Baja,Asignación de tareas
1625,Asignación de tareas,TI,Alta,Asignación de tareas
1626,Activación cuenta,Operaciones,Baja,Inducción
1627,Inducción,RRHH,Alta,Activación cuenta
1628,Activación cuenta,Operaciones,Baja,Inducción
1629,Firma contrato,TI,Alta,Firma contrato
1630,Asignación de tareas,Operaciones,Media,Activación cuenta
1631,Firma contrato,RRHH,Baja,Activación cuenta
1632,Firma contrato,TI,Alta,Activación cuenta
1633,Capacitación,RRHH,Baja,Capacitación
1634,Activación cuenta,Operaciones,Baja,Inducción
1635,Inducción,TI,Media,Firma contrato
1636,Activación cuenta,Comercial,Baja,Activación cuenta
1637,Activación cuenta,TI,Baja,Capacitación
1638,Inducción,Comercial,Media,Capacitación
1639,Inducción,TI,Alta,Inducción
1640,Capacitación,Operaciones,Media,Capacitación
1641,Capacitación,Comercial,Baja,Activación cuenta
1642,Firma contrato,Comercial,Media,Activación cuenta
1643,Inducción,RRHH,Media,Activación cuenta
1644,Firma contrato,RRHH,Baja,Activación cuenta
1645,Inducción,Operaciones,Baja,Capacitación
1646,Inducción,Comercial,Baja,Activación cuenta
1647,Asignación de tareas,Comercial,Baja,Activación cuenta
1648,Asignación de tareas,TI,Baja,Activación cuenta
1649,Capacitación,Comercial,Baja,Activación cuenta
1650,Activación cuenta,Comercial,Baja,Firma contrato
1651,Capacitación,Operaciones,Baja,Capacitación
1652,Inducción,Comercial,Baja,Capacitación
1653,Firma contrato,TI,Media,Asignación de tareas
1654,Capacitación,Operaciones,Media,Asignación de tareas
1655,Asignación de tareas,RRHH,Alta,Firma contrato
1656,Activación cuenta,TI,Media,Asignación de tareas
1657,Activación cuenta,TI,Baja,Capacitación
1658,Asignación de tareas,Operaciones,Alta,Asignación de tareas
1659,Inducción,Comercial,Alta,Capacitación
1660,Capacitación,Operaciones,Baja,Asignación de tareas
1661,Firma contrato,Comercial,Baja,Capacitación
1662,Firma contrato,TI,Baja,Firma contrato
1663,Capacitación,Operaciones,Alta,Inducción
1664,Firma contrato,Comercial,Media,Asignación de tareas
1665,Firma contrato,Comercial,Baja,Asignación de tareas
1666,Inducción,Comercial,Alta,Capacitación
1667,Capacitación,Operaciones,Baja,Inducción
1668,Activación cuenta,RRHH,Baja,Capacitación
1669,Asignación de tareas,RRHH,Media,Firma contrato
1670,Activación cuenta,Operaciones,Alta,Activación cuenta
1671,Asignación de tareas,RRHH,Baja,Activación cuenta
1672,Asignación de tareas,TI,Alta,Activación cuenta
1673,Asignación de tareas,TI,Media,Asignación de tareas
1674,Activación cuenta,TI,Baja,Activación cuenta
1675,Asignación de tareas,RRHH,Alta,Firma contrato
1676,Capacitación,TI,Alta,Asignación de tareas
1677,Activación cuenta,RRHH,Media,Capacitación
1678,Capacitación,Operaciones,Alta,Firma contrato
1679,Firma contrato,Operaciones,Baja,Inducción
1680,Firma contrato,Operaciones,Baja,Firma contrato
1681,Activación cuenta,TI,Baja,Inducción
1682,Inducción,TI,Media,Capacitación
1683,Asignación de tareas,Comercial,Baja,Activación cuenta
1684,Capacitación,Comercial,Baja,Activación cuenta
1685,Activación cuenta,TI,Media,Firma contrato
1686,Capacitación,Comercial,Alta,Asignación de tareas
1687,Asignación de tareas,Comercial,Alta,Capacitación
1688,Firma contrato,RRHH,Baja,Activación cuenta
1689,Capacitación,Operaciones,Alta,Inducción
1690,Activación cuenta,Comercial,Baja,Inducción
