Pedido_ID,Zona,Hora_disponibilidad,Acción,Vehículo_asignado,Acción_antes
1517,Sur,2025-07-02 09:16:00,Confirmación,VAN-508,Cargar vehículo
1518,Oeste,2025-07-02 09:17:00,Ruta principal,VAN-899,Recoger pedido
1519,Oeste,2025-07-02 09:18:00,Confirmación,VAN-986,Entrega
1520,Oeste,2025-07-02 09:19:00,Recoger pedido,VAN-553,Cargar vehículo
1521,Norte,2025-07-02 09:20:00,Cargar vehículo,VAN-494,Confirmación
1522,Este,2025-07-02 09:21:00,Recoger pedido,VAN-312,Entrega
1523,Oeste,2025-07-02 09:22:00,Cargar vehículo,VAN-378,Confirmación
1524,Oeste,2025-07-02 09:23:00,Entrega,VAN-682,Recoger pedido
1525,Este,2025-07-02 09:24:00,Recoger pedido,VAN-959,Cargar vehículo
1526,Este,2025-07-02 09:25:00,Entrega,VAN-212,Cargar vehículo
1527,Centro,2025-07-02 09:26:00,Entrega,VAN-656,Ruta principal
1528,Oeste,2025-07-02 09:27:00,Confirmación,VAN-425,Ruta principal
1529,Este,2025-07-02 09:28:00,Ruta principal,VAN-767,Entrega
1530,Este,2025-07-02 09:29:00,Cargar vehículo,VAN-855,Entrega
1531,Centro,2025-07-02 09:30:00,Confirmación,VAN-858,Ruta principal
1532,Este,2025-07-02 09:31:00,Confirmación,VAN-530,Entrega
1533,Oeste,2025-07-02 09:32:00,Ruta principal,VAN-632,Entrega
1534,Oeste,2025-07-02 09:33:00,Entrega,VAN-285,Ruta principal
1535,Norte,2025-07-02 09:34:00,Ruta principal,VAN-604,Entrega
1536,Sur,2025-07-02 09:35:00,Ruta principal,VAN-738,Recoger pedido
1537,Norte,2025-07-02 09:36:00,Recoger pedido,VAN-932,Cargar vehículo
1538,Norte,2025-07-02 09:37:00,Entrega,VAN-351,Cargar vehículo
1539,Oeste,2025-07-02 09:38:00,Recoger pedido,VAN-243,Confirmación
1540,Centro,2025-07-02 09:39:00,Confirmación,VAN-137,Confirmación
1541,Este,2025-07-02 09:40:00,Entrega,VAN-206,Cargar vehículo
1542,Sur,2025-07-02 09:41:00,Entrega,VAN-909,Ruta principal
1543,Sur,2025-07-02 09:42:00,Confirmación,VAN-122,Entrega
1544,Centro,2025-07-02 09:43:00,Entrega,VAN-803,Confirmación
1545,Oeste,2025-07-02 09:44:00,Cargar vehículo,VAN-811,Entrega
1546,Norte,2025-07-02 09:45:00,Entrega,VAN-389,Confirmación
1547,Sur,2025-07-02 09:46:00,Ruta principal,VAN-244,Entrega
1548,Sur,2025-07-02 09:47:00,Cargar vehículo,VAN-335,Recoger pedido
1549,Este,2025-07-02 09:48:00,Ruta principal,VAN-836,Ruta principal
1550,Oeste,2025-07-02 09:49:00,Recoger pedido,VAN-931,Confirmación
1551,Oeste,2025-07-02 09:50:00,Cargar vehículo,VAN-734,Recoger pedido
1552,Este,2025-07-02 09:51:00,Recoger pedido,VAN-753,Confirmación
1553,Este,2025-07-02 09:52:00,Confirmación,VAN-999,Cargar vehículo
1554,Norte,2025-07-02 09:53:00,Recoger pedido,VAN-720,Entrega
1555,Este,2025-07-02 09:54:00,Recoger pedido,VAN-863,Confirmación
1556,Este,2025-07-02 09:55:00,Recoger pedido,VAN-780,Recoger pedido
1557,Centro,2025-07-02 09:56:00,Entrega,VAN-444,Cargar vehículo
1558,Sur,2025-07-02 09:57:00,Recoger pedido,VAN-811,Cargar vehículo
1559,Centro,2025-07-02 09:58:00,Cargar vehículo,VAN-497,Entrega
1560,Oeste,2025-07-02 09:59:00,Ruta principal,VAN-716,Entrega
1561,Este,2025-07-02 10:00:00,Ruta principal,VAN-910,Cargar vehículo
1562,Norte,2025-07-02 10:01:00,Confirmación,VAN-623,Entrega
1563,Oeste,2025-07-02 10:02:00,Confirmación,VAN-336,Entrega
1564,Oeste,2025-07-02 10:03:00,Entrega,VAN-918,Recoger pedido
1565,Centro,2025-07-02 10:04:00,Recoger pedido,VAN-342,Ruta principal
1566,Este,2025-07-02 10:05:00,Ruta principal,VAN-952,Entrega
1567,Este,2025-07-02 10:06:00,Confirmación,VAN-959,Recoger pedido
1568,Oeste,2025-07-02 10:07:00,Entrega,VAN-267,Recoger pedido
1569,Sur,2025-07-02 10:08:00,Ruta principal,VAN-524,Confirmación
1570,Oeste,2025-07-02 10:09:00,Recoger pedido,VAN-506,Entrega
1571,Norte,2025-07-02 10:10:00,Ruta principal,VAN-636,Cargar vehículo
1572,Oeste,2025-07-02 10:11:00,Ruta principal,VAN-997,Cargar vehículo
1573,Sur,2025-07-02 10:12:00,Recoger pedido,VAN-478,Entrega
1574,Oeste,2025-07-02 10:13:00,Entrega,VAN-270,Ruta principal
1575,Sur,2025-07-02 10:14:00,Ruta principal,VAN-437,Recoger pedido
1576,Norte,2025-07-02 10:15:00,Cargar vehículo,VAN-881,Confirmación
1577,Centro,2025-07-02 10:16:00,Recoger pedido,VAN-999,Entrega
1578,Sur,2025-07-02 10:17:00,Confirmación,VAN-813,Entrega
1579,Centro,2025-07-02 10:18:00,Ruta principal,VAN-419,Recoger pedido
1580,Oeste,2025-07-02 10:19:00,Entrega,VAN-744,Confirmación
1581,Norte,2025-07-02 10:20:00,Cargar vehículo,VAN-979,Entrega
1582,Norte,2025-07-02 10:21:00,Ruta principal,VAN-377,Confirmación
1583,Norte,2025-07-02 10:22:00,Entrega,VAN-558,Confirmación
1584,Centro,2025-07-02 10:23:00,Recoger pedido,VAN-978,Recoger pedido
1585,Este,2025-07-02 10:24:00,Confirmación,VAN-686,Ruta principal
1586,Centro,2025-07-02 10:25:00,Ruta principal,VAN-958,Entrega
1587,Este,2025-07-02 10:26:00,Cargar vehículo,VAN-891,Cargar vehículo
1588,Centro,2025-07-02 10:27:00,Recoger pedido,VAN-240,Confirmación
1589,Este,2025-07-02 10:28:00,Recoger pedido,VAN-901,Entrega
1590,Centro,2025-07-02 10:29:00,Cargar vehículo,VAN-893,Ruta principal
1591,Centro,2025-07-02 10:30:00,Confirmación,VAN-419,Ruta principal
1592,Centro,2025-07-02 10:31:00,Entrega,VAN-478,Ruta principal
1593,Norte,2025-07-02 10:32:00,Cargar vehículo,VAN-782,Recoger pedido
1594,Norte,2025-07-02 10:33:00,Entrega,VAN-159,Entrega
1595,Oeste,2025-07-02 10:34:00,Cargar vehículo,VAN-675,Ruta principal
1596,Centro,2025-07-02 10:35:00,Cargar vehículo,VAN-181,Confirmación
1597,Este,2025-07-02 10:36:00,Recoger pedido,VAN-481,Cargar vehículo
1598,Centro,2025-07-02 10:37:00,Cargar vehículo,VAN-339,Confirmación
1599,Centro,2025-07-02 10:38:00,Entrega,VAN-945,Recoger pedido
1600,Oeste,2025-07-02 10:39:00,Recoger pedido,VAN-873,Ruta principal
1601,Este,2025-07-02 10:40:00,Ruta principal,VAN-584,Cargar vehículo
1602,Norte,2025-07-02 10:41:00,Recoger pedido,VAN-678,Entrega
1603,Este,2025-07-02 10:42:00,Ruta principal,VAN-908,Ruta principal
1604,Centro,2025-07-02 10:43:00,Confirmación,VAN-830,Entrega
1605,Norte,2025-07-02 10:44:00,Cargar vehículo,VAN-401,Cargar vehículo
1606,Norte,2025-07-02 10:45:00,Recoger pedido,VAN-546,Cargar vehículo
1607,Este,2025-07-02 10:46:00,Entrega,VAN-360,Ruta principal
1608,Oeste,2025-07-02 10:47:00,Ruta principal,VAN-675,Cargar vehículo
1609,Norte,2025-07-02 10:48:00,Entrega,VAN-535,Recoger pedido
1610,Centro,2025-07-02 10:49:00,Ruta principal,VAN-286,Ruta principal
1611,Norte,2025-07-02 10:50:00,Confirmación,VAN-792,Ruta principal
1612,Este,2025-07-02 10:51:00,Recoger pedido,VAN-987,Entrega
1613,Oeste,2025-07-02 10:52:00,Confirmación,VAN-789,Ruta principal
1614,Norte,2025-07-02 10:53:00,Cargar vehículo,VAN-944,Cargar vehículo
1615,Sur,2025-07-02 10:54:00,Ruta principal,VAN-584,Entrega
1616,Sur,2025-07-02 10:55:00,Confirmación,VAN-949,Ruta principal
1617,Centro,2025-07-02 10:56:00,Confirmación,VAN-381,Cargar vehículo
1618,Este,2025-07-02 10:57:00,Confirmación,VAN-570,Cargar vehículo
1619,Sur,2025-07-02 10:58:00,Entrega,VAN-886,Ruta principal
1620,Centro,2025-07-02 10:59:00,Cargar vehículo,VAN-805,Recoger pedido
1621,Sur,2025-07-02 11:00:00,Ruta principal,VAN-200,Cargar vehículo
1622,Centro,2025-07-02 11:01:00,Entrega,VAN-482,Recoger pedido
1623,Centro,2025-07-02 11:02:00,Cargar vehículo,VAN-315,Entrega
1624,Sur,2025-07-02 11:03:00,Ruta principal,VAN-891,Recoger pedido
1625,Este,2025-07-02 11:04:00,Ruta principal,VAN-446,Confirmación
1626,Este,2025-07-02 11:05:00,Cargar vehículo,VAN-615,Confirmación
1627,Centro,2025-07-02 11:06:00,Recoger pedido,VAN-164,Recoger pedido
1628,Norte,2025-07-02 11:07:00,Recoger pedido,VAN-171,Confirmación
1629,Oeste,2025-07-02 11:08:00,Confirmación,VAN-203,Cargar vehículo
1630,Sur,2025-07-02 11:09:00,Recoger pedido,VAN-541,Cargar vehículo
1631,Este,2025-07-02 11:10:00,Confirmación,VAN-208,Confirmación
1632,Centro,2025-07-02 11:11:00,Ruta principal,VAN-480,Ruta principal
1633,Este,2025-07-02 11:12:00,Ruta principal,VAN-984,Recoger pedido
1634,Norte,2025-07-02 11:13:00,Confirmación,VAN-123,Confirmación
1635,Norte,2025-07-02 11:14:00,Entrega,VAN-583,Ruta principal
1636,Norte,2025-07-02 11:15:00,Recoger pedido,VAN-249,Ruta principal
1637,Oeste,2025-07-02 11:16:00,Recoger pedido,VAN-956,Cargar vehículo
1638,Norte,2025-07-02 11:17:00,Entrega,VAN-138,Recoger pedido
1639,Oeste,2025-07-02 11:18:00,Cargar vehículo,VAN-727,Confirmación
1640,Oeste,2025-07-02 11:19:00,Entrega,VAN-946,Cargar vehículo
1641,Oeste,2025-07-02 11:20:00,Ruta principal,VAN-526,Ruta principal
1642,Oeste,2025-07-02 11:21:00,Confirmación,VAN-131,Entrega
1643,Norte,2025-07-02 11:22:00,Confirmación,VAN-802,Confirmación
1644,Este,2025-07-02 11:23:00,Ruta principal,VAN-596,Cargar vehículo
1645,Sur,2025-07-02 11:24:00,Ruta principal,VAN-124,Recoger pedido
1646,Norte,2025-07-02 11:25:00,Confirmación,VAN-782,Ruta principal
1647,Sur,2025-07-02 11:26:00,Entrega,VAN-490,Cargar vehículo
1648,Este,2025-07-02 11:27:00,Confirmación,VAN-539,Recoger pedido
1649,Oeste,2025-07-02 11:28:00,Recoger pedido,VAN-729,Recoger pedido
1650,Sur,2025-07-02 11:29:00,Ruta principal,VAN-319,Cargar vehículo
1651,Oeste,2025-07-02 11:30:00,Cargar vehículo,VAN-292,Cargar vehículo
1652,Norte,2025-07-02 11:31:00,Entrega,VAN-505,Cargar vehículo
1653,Norte,2025-07-02 11:32:00,Ruta principal,VAN-798,Ruta principal
1654,Norte,2025-07-02 11:33:00,Entrega,VAN-204,Confirmación
1655,Oeste,2025-07-02 11:34:00,Entrega,VAN-211,Entrega
1656,Centro,2025-07-02 11:35:00,Cargar vehículo,VAN-334,Confirmación
1657,Oeste,2025-07-02 11:36:00,Entrega,VAN-993,Cargar vehículo
1658,Oeste,2025-07-02 11:37:00,Recoger pedido,VAN-393,Recoger pedido
1659,Este,2025-07-02 11:38:00,Entrega,VAN-860,Recoger pedido
1660,Centro,2025-07-02 11:39:00,Ruta principal,VAN-109,Entrega
1661,Centro,2025-07-02 11:40:00,Ruta principal,VAN-617,Cargar vehículo
1662,Centro,2025-07-02 11:41:00,Cargar vehículo,VAN-525,Cargar vehículo
1663,Oeste,2025-07-02 11:42:00,Confirmación,VAN-195,Cargar vehículo
1664,Sur,2025-07-02 11:43:00,Ruta principal,VAN-109,Cargar vehículo
1665,Centro,2025-07-02 11:44:00,Ruta principal,VAN-768,Confirmación
1666,Este,2025-07-02 11:45:00,Confirmación,VAN-695,Entrega
1667,Sur,2025-07-02 11:46:00,Confirmación,VAN-841,Cargar vehículo
1668,Centro,2025-07-02 11:47:00,Recoger pedido,VAN-549,Ruta principal
1669,Oeste,2025-07-02 11:48:00,Cargar vehículo,VAN-138,Confirmación
1670,Oeste,2025-07-02 11:49:00,Confirmación,VAN-758,Ruta principal
1671,Norte,2025-07-02 11:50:00,Cargar vehículo,VAN-228,Recoger pedido
1672,Norte,2025-07-02 11:51:00,Recoger pedido,VAN-983,Confirmación
1673,Norte,2025-07-02 11:52:00,Ruta principal,VAN-984,Entrega
1674,Sur,2025-07-02 11:53:00,Recoger pedido,VAN-795,Cargar vehículo
1675,Norte,2025-07-02 11:54:00,Confirmación,VAN-911,Recoger pedido
1676,Este,2025-07-02 11:55:00,Cargar vehículo,VAN-326,Entrega
1677,Norte,2025-07-02 11:56:00,Entrega,VAN-986,Confirmación
1678,Oeste,2025-07-02 11:57:00,Ruta principal,VAN-851,Ruta principal
1679,Norte,2025-07-02 11:58:00,Recoger pedido,VAN-869,Confirmación
1680,Centro,2025-07-02 11:59:00,Confirmación,VAN-420,Entrega
1681,Oeste,2025-07-02 12:00:00,Recoger pedido,VAN-478,Entrega
1682,Este,2025-07-02 12:01:00,Ruta principal,VAN-346,Confirmación
1683,Sur,2025-07-02 12:02:00,Recoger pedido,VAN-143,Cargar vehículo
1684,Este,2025-07-02 12:03:00,Confirmación,VAN-392,Confirmación
1685,Centro,2025-07-02 12:04:00,Recoger pedido,VAN-768,Confirmación
1686,Este,2025-07-02 12:05:00,Recoger pedido,VAN-249,Entrega
1687,Centro,2025-07-02 12:06:00,Entrega,VAN-941,Recoger pedido
1688,Oeste,2025-07-02 12:07:00,Confirmación,VAN-192,Cargar vehículo
1689,Oeste,2025-07-02 12:08:00,Ruta principal,VAN-100,Entrega
1690,Oeste,2025-07-02 12:09:00,Cargar vehículo,VAN-744,Ruta principal
1691,Oeste,2025-07-02 12:10:00,Recoger pedido,VAN-475,Recoger pedido
1692,Sur,2025-07-02 12:11:00,Ruta principal,VAN-506,Entrega
1693,Norte,2025-07-02 12:12:00,Recoger pedido,VAN-717,Cargar vehículo
1694,Oeste,2025-07-02 12:13:00,Entrega,VAN-552,Entrega
1695,Norte,2025-07-02 12:14:00,Cargar vehículo,VAN-914,Recoger pedido
1696,Oeste,2025-07-02 12:15:00,Cargar vehículo,VAN-359,Cargar vehículo
1697,Centro,2025-07-02 12:16:00,Recoger pedido,VAN-761,Recoger pedido
1698,Este,2025-07-02 12:17:00,Ruta principal,VAN-331,Ruta principal
1699,Sur,2025-07-02 12:18:00,Entrega,VAN-269,Entrega
1700,Oeste,2025-07-02 12:19:00,Entrega,VAN-239,Confirmación
1701,Sur,2025-07-02 12:20:00,Cargar vehículo,VAN-661,Cargar vehículo
1702,Centro,2025-07-02 12:21:00,Ruta principal,VAN-379,Ruta principal
1703,Oeste,2025-07-02 12:22:00,Confirmación,VAN-170,Cargar vehículo
1704,Norte,2025-07-02 12:23:00,Recoger pedido,VAN-768,Entrega
1705,Norte,2025-07-02 12:24:00,Recoger pedido,VAN-581,Entrega
1706,Centro,2025-07-02 12:25:00,Ruta principal,VAN-943,Entrega
1707,Norte,2025-07-02 12:26:00,Entrega,VAN-820,Confirmación
1708,Oeste,2025-07-02 12:27:00,Entrega,VAN-134,Cargar vehículo
1709,Centro,2025-07-02 12:28:00,Confirmación,VAN-425,Entrega
1710,Norte,2025-07-02 12:29:00,Entrega,VAN-821,Confirmación
1711,Norte,2025-07-02 12:30:00,Cargar vehículo,VAN-512,Cargar vehículo
1712,Norte,2025-07-02 12:31:00,Confirmación,VAN-868,Recoger pedido
1713,Centro,2025-07-02 12:32:00,Confirmación,VAN-217,Recoger pedido
1714,Norte,2025-07-02 12:33:00,Cargar vehículo,VAN-466,Cargar vehículo
1715,Este,2025-07-02 12:34:00,Recoger pedido,VAN-700,Confirmación
1716,Norte,2025-07-02 12:35:00,Ruta principal,VAN-882,Recoger pedido
1717,Centro,2025-07-02 12:36:00,Cargar vehículo,VAN-980,Cargar vehículo
1718,Norte,2025-07-02 12:37:00,Confirmación,VAN-418,Ruta principal
1719,Oeste,2025-07-02 12:38:00,Entrega,VAN-533,Confirmación
1720,Este,2025-07-02 12:39:00,Ruta principal,VAN-435,Entrega
1721,Oeste,2025-07-02 12:40:00,Recoger pedido,VAN-317,Confirmación
1722,Este,2025-07-02 12:41:00,Ruta principal,VAN-434,Confirmación
1723,Este,2025-07-02 12:42:00,Recoger pedido,VAN-757,Ruta principal
1724,Norte,2025-07-02 12:43:00,Entrega,VAN-687,Entrega
1725,Sur,2025-07-02 12:44:00,Cargar vehículo,VAN-331,Ruta principal
1726,Sur,2025-07-02 12:45:00,Ruta principal,VAN-684,Ruta principal
1727,Centro,2025-07-02 12:46:00,Confirmación,VAN-253,Confirmación
1728,Oeste,2025-07-02 12:47:00,Cargar vehículo,VAN-389,Entrega
1729,Oeste,2025-07-02 12:48:00,Confirmación,VAN-207,Entrega
1730,Centro,2025-07-02 12:49:00,Ruta principal,VAN-359,Entrega
1731,Centro,2025-07-02 12:50:00,Entrega,VAN-953,Ruta principal
1732,Norte,2025-07-02 12:51:00,Entrega,VAN-411,Entrega
1733,Centro,2025-07-02 12:52:00,Entrega,VAN-317,Ruta principal
1734,Norte,2025-07-02 12:53:00,Entrega,VAN-273,Entrega
1735,Oeste,2025-07-02 12:54:00,Ruta principal,VAN-549,Confirmación
1736,Centro,2025-07-02 12:55:00,Ruta principal,VAN-642,Confirmación
1737,Oeste,2025-07-02 12:56:00,Cargar vehículo,VAN-795,Entrega
1738,Norte,2025-07-02 12:57:00,Ruta principal,VAN-123,Confirmación
1739,Oeste,2025-07-02 12:58:00,Confirmación,VAN-358,Cargar vehículo
1740,Este,2025-07-02 12:59:00,Confirmación,VAN-442,Recoger pedido
1741,Este,2025-07-02 13:00:00,Ruta principal,VAN-366,Confirmación
1742,Este,2025-07-02 13:01:00,Ruta principal,VAN-478,Cargar vehículo
1743,Este,2025-07-02 13:02:00,Cargar vehículo,VAN-728,Recoger pedido
1744,Norte,2025-07-02 13:03:00,Ruta principal,VAN-720,Entrega
1745,Oeste,2025-07-02 13:04:00,Entrega,VAN-122,Ruta principal
1746,Norte,2025-07-02 13:05:00,Entrega,VAN-889,Recoger pedido
1747,Sur,2025-07-02 13:06:00,Confirmación,VAN-307,Entrega
1748,Norte,2025-07-02 13:07:00,Entrega,VAN-336,Confirmación
1749,Oeste,2025-07-02 13:08:00,Ruta principal,VAN-134,Ruta principal
1750,Este,2025-07-02 13:09:00,Ruta principal,VAN-870,Recoger pedido
1751,Este,2025-07-02 13:10:00,Cargar vehículo,VAN-685,Confirmación
1752,Norte,2025-07-02 13:11:00,Confirmación,VAN-591,Recoger pedido
1753,Centro,2025-07-02 13:12:00,Ruta principal,VAN-747,Confirmación
1754,Oeste,2025-07-02 13:13:00,Cargar vehículo,VAN-342,Confirmación
1755,Este,2025-07-02 13:14:00,Recoger pedido,VAN-887,Recoger pedido
1756,Este,2025-07-02 13:15:00,Confirmación,VAN-132,Entrega
1757,Este,2025-07-02 13:16:00,Confirmación,VAN-481,Ruta principal
1758,Sur,2025-07-02 13:17:00,Entrega,VAN-788,Ruta principal
1759,Este,2025-07-02 13:18:00,Recoger pedido,VAN-499,Cargar vehículo
1760,Centro,2025-07-02 13:19:00,Entrega,VAN-712,Confirmación
1761,Oeste,2025-07-02 13:20:00,Recoger pedido,VAN-792,Confirmación
1762,Este,2025-07-02 13:21:00,Ruta principal,VAN-255,Confirmación
1763,Centro,2025-07-02 13:22:00,Ruta principal,VAN-231,Cargar vehículo
1764,Centro,2025-07-02 13:23:00,Recoger pedido,VAN-607,Recoger pedido
1765,Centro,2025-07-02 13:24:00,Recoger pedido,VAN-765,Cargar vehículo
1766,Norte,2025-07-02 13:25:00,Cargar vehículo,VAN-527,Entrega
1767,Norte,2025-07-02 13:26:00,Ruta principal,VAN-362,Entrega
1768,Centro,2025-07-02 13:27:00,Ruta principal,VAN-555,Confirmación
1769,Este,2025-07-02 13:28:00,Ruta principal,VAN-802,Cargar vehículo
1770,Centro,2025-07-02 13:29:00,Ruta principal,VAN-637,Recoger pedido
1771,Este,2025-07-02 13:30:00,Cargar vehículo,VAN-492,Entrega
1772,Oeste,2025-07-02 13:31:00,Ruta principal,VAN-953,Recoger pedido
1773,Este,2025-07-02 13:32:00,Recoger pedido,VAN-730,Cargar vehículo
1774,Sur,2025-07-02 13:33:00,Confirmación,VAN-435,Cargar vehículo
1775,Centro,2025-07-02 13:34:00,Ruta principal,VAN-476,Confirmación
1776,Norte,2025-07-02 13:35:00,Entrega,VAN-520,Recoger pedido
1777,Este,2025-07-02 13:36:00,Entrega,VAN-996,Confirmación
1778,Sur,2025-07-02 13:37:00,Cargar vehículo,VAN-948,Cargar vehículo
1779,Norte,2025-07-02 13:38:00,Confirmación,VAN-595,Cargar vehículo
1780,Oeste,2025-07-02 13:39:00,Recoger pedido,VAN-253,Cargar vehículo
1781,Norte,2025-07-02 13:40:00,Confirmación,VAN-396,Entrega
1782,Norte,2025-07-02 13:41:00,Cargar vehículo,VAN-649,Confirmación
1783,Oeste,2025-07-02 13:42:00,Cargar vehículo,VAN-646,Ruta principal
1784,Norte,2025-07-02 13:43:00,Cargar vehículo,VAN-163,Recoger pedido
1785,Sur,2025-07-02 13:44:00,Cargar vehículo,VAN-767,Entrega
1786,Sur,2025-07-02 13:45:00,Ruta principal,VAN-561,Entrega
1787,Este,2025-07-02 13:46:00,Recoger pedido,VAN-772,Ruta principal
1788,Norte,2025-07-02 13:47:00,Cargar vehículo,VAN-350,Entrega
1789,Sur,2025-07-02 13:48:00,Confirmación,VAN-683,Recoger pedido
1790,Este,2025-07-02 13:49:00,Recoger pedido,VAN-639,Confirmación
1791,Este,2025-07-02 13:50:00,Ruta principal,VAN-210,Confirmación
1792,Norte,2025-07-02 13:51:00,Confirmación,VAN-360,Entrega
1793,Centro,2025-07-02 13:52:00,Cargar vehículo,VAN-586,Entrega
1794,Centro,2025-07-02 13:53:00,Cargar vehículo,VAN-232,Cargar vehículo
1795,Norte,2025-07-02 13:54:00,Recoger pedido,VAN-133,Entrega
1796,Oeste,2025-07-02 13:55:00,Cargar vehículo,VAN-782,Recoger pedido
1797,Norte,2025-07-02 13:56:00,Confirmación,VAN-680,Entrega
1798,Este,2025-07-02 13:57:00,Cargar vehículo,VAN-151,Cargar vehículo
1799,Norte,2025-07-02 13:58:00,Entrega,VAN-964,Confirmación
1800,Norte,2025-07-02 13:59:00,Confirmación,VAN-551,Entrega
1801,Norte,2025-07-02 14:00:00,Confirmación,VAN-852,Confirmación
1802,Oeste,2025-07-02 14:01:00,Entrega,VAN-288,Cargar vehículo
1803,Sur,2025-07-02 14:02:00,Cargar vehículo,VAN-990,Cargar vehículo
1804,Sur,2025-07-02 14:03:00,Ruta principal,VAN-553,Recoger pedido
1805,Centro,2025-07-02 14:04:00,Cargar vehículo,VAN-304,Ruta principal
1806,Norte,2025-07-02 14:05:00,Ruta principal,VAN-426,Confirmación
1807,Oeste,2025-07-02 14:06:00,Cargar vehículo,VAN-307,Entrega
1808,Norte,2025-07-02 14:07:00,Cargar vehículo,VAN-836,Recoger pedido
1809,Oeste,2025-07-02 14:08:00,Ruta principal,VAN-849,Recoger pedido
1810,Norte,2025-07-02 14:09:00,Confirmación,VAN-228,Recoger pedido
1811,Oeste,2025-07-02 14:10:00,Recoger pedido,VAN-391,Recoger pedido
1812,Sur,2025-07-02 14:11:00,Cargar vehículo,VAN-144,Confirmación
1813,Norte,2025-07-02 14:12:00,Recoger pedido,VAN-186,Entrega
1814,Norte,2025-07-02 14:13:00,Recoger pedido,VAN-255,Recoger pedido
1815,Este,2025-07-02 14:14:00,Confirmación,VAN-568,Entrega
1816,Norte,2025-07-02 14:15:00,Recoger pedido,VAN-787,Entrega
1817,Este,2025-07-02 14:16:00,Entrega,VAN-937,Recoger pedido
1818,Norte,2025-07-02 14:17:00,Entrega,VAN-109,Recoger pedido
1819,Sur,2025-07-02 14:18:00,Confirmación,VAN-656,Ruta principal
1820,Centro,2025-07-02 14:19:00,Entrega,VAN-946,Entrega
1821,Sur,2025-07-02 14:20:00,Ruta principal,VAN-859,Cargar vehículo
1822,Centro,2025-07-02 14:21:00,Ruta principal,VAN-435,Cargar vehículo
1823,Este,2025-07-02 14:22:00,Entrega,VAN-218,Confirmación
1824,Norte,2025-07-02 14:23:00,Recoger pedido,VAN-633,Cargar vehículo
1825,Oeste,2025-07-02 14:24:00,Cargar vehículo,VAN-943,Recoger pedido
1826,Norte,2025-07-02 14:25:00,Entrega,VAN-103,Recoger pedido
1827,Centro,2025-07-02 14:26:00,Confirmación,VAN-332,Confirmación
1828,Sur,2025-07-02 14:27:00,Confirmación,VAN-541,Ruta principal
1829,Oeste,2025-07-02 14:28:00,Confirmación,VAN-695,Ruta principal
1830,Norte,2025-07-02 14:29:00,Ruta principal,VAN-348,Recoger pedido
1831,Este,2025-07-02 14:30:00,Cargar vehículo,VAN-640,Confirmación
1832,Oeste,2025-07-02 14:31:00,Confirmación,VAN-786,Cargar vehículo
1833,Oeste,2025-07-02 14:32:00,Ruta principal,VAN-680,Cargar vehículo
1834,Este,2025-07-02 14:33:00,Entrega,VAN-397,Ruta principal
1835,Norte,2025-07-02 14:34:00,Confirmación,VAN-236,Confirmación
1836,Centro,2025-07-02 14:35:00,Ruta principal,VAN-978,Ruta principal
1837,Centro,2025-07-02 14:36:00,Recoger pedido,VAN-287,Recoger pedido
1838,Este,2025-07-02 14:37:00,Confirmación,VAN-192,Ruta principal
1839,Centro,2025-07-02 14:38:00,Confirmación,VAN-863,Cargar vehículo
1840,Centro,2025-07-02 14:39:00,Entrega,VAN-623,Cargar vehículo
1841,Este,2025-07-02 14:40:00,Recoger pedido,VAN-992,Ruta principal
1842,Sur,2025-07-02 14:41:00,Cargar vehículo,VAN-391,Entrega
1843,Centro,2025-07-02 14:42:00,Ruta principal,VAN-543,Entrega
1844,Este,2025-07-02 14:43:00,Confirmación,VAN-486,Ruta principal
1845,Sur,2025-07-02 14:44:00,Ruta principal,VAN-129,Cargar vehículo
1846,Norte,2025-07-02 14:45:00,Entrega,VAN-614,Cargar vehículo
1847,Norte,2025-07-02 14:46:00,Confirmación,VAN-485,Cargar vehículo
1848,Oeste,2025-07-02 14:47:00,Cargar vehículo,VAN-446,Entrega
1849,Oeste,2025-07-02 14:48:00,Cargar vehículo,VAN-596,Ruta principal
1850,Sur,2025-07-02 14:49:00,Recoger pedido,VAN-665,Entrega
1851,Centro,2025-07-02 14:50:00,Cargar vehículo,VAN-378,Recoger pedido
1852,Norte,2025-07-02 14:51:00,Ruta principal,VAN-430,Cargar vehículo
1853,Oeste,2025-07-02 14:52:00,Confirmación,VAN-813,Ruta principal
1854,Norte,2025-07-02 14:53:00,Entrega,VAN-613,Cargar vehículo
1855,Centro,2025-07-02 14:54:00,Recoger pedido,VAN-925,Recoger pedido
1856,Oeste,2025-07-02 14:55:00,Cargar vehículo,VAN-476,Confirmación
1857,Este,2025-07-02 14:56:00,Entrega,VAN-955,Entrega
1858,Este,2025-07-02 14:57:00,Confirmación,VAN-782,Entrega
1859,Norte,2025-07-02 14:58:00,Confirmación,VAN-848,Cargar vehículo
1860,Norte,2025-07-02 14:59:00,Entrega,VAN-825,Ruta principal
1861,Centro,2025-07-02 15:00:00,Confirmación,VAN-114,Cargar vehículo
1862,Norte,2025-07-02 15:01:00,Cargar vehículo,VAN-266,Cargar vehículo
1863,Oeste,2025-07-02 15:02:00,Ruta principal,VAN-951,Ruta principal
1864,Este,2025-07-02 15:03:00,Cargar vehículo,VAN-634,Entrega
1865,Oeste,2025-07-02 15:04:00,Entrega,VAN-903,Confirmación
